h,m,winner,best_profit_ratio
0.0,0.0,empirical_topsis,874.6666666666666
0.0,0.0051094269160007685,empirical_topsis,869.5402083276125
0.0,0.010218853832001537,empirical_topsis,864.4137499885584
0.0,0.015328280748002306,empirical_topsis,859.2872916495044
0.0,0.020437707664003074,empirical_topsis,854.1608333104502
0.0,0.025547134580003843,empirical_topsis,849.0343749713961
0.0,0.03065656149600461,empirical_topsis,843.907916632342
0.0,0.03576598841200538,empirical_topsis,838.7814582932879
0.0,0.04087541532800615,empirical_topsis,833.6549999542337
0.0,0.04598484224400692,empirical_topsis,828.5285416151797
0.0,0.051094269160007685,empirical_topsis,823.4020832761256
0.0,0.056203696076008454,empirical_topsis,818.2756249370715
0.0,0.06131312299200922,empirical_topsis,813.1491665980174
0.0,0.06642254990801,empirical_topsis,808.0227082589632
0.0,0.07153197682401076,empirical_topsis,802.8962499199092
0.0,0.07664140374001152,empirical_topsis,797.7697915808551
0.0,0.0817508306560123,empirical_topsis,792.643333241801
0.0,0.08686025757201307,empirical_topsis,787.5168749027468
0.0,0.09196968448801383,empirical_topsis,782.3904165636927
0.0,0.0970791114040146,empirical_topsis,777.2639582246386
0.0,0.10218853832001537,empirical_topsis,772.1374998855845
0.0,0.10729796523601615,empirical_topsis,767.0110415465305
0.0,0.11240739215201691,empirical_topsis,761.8845832074763
0.0,0.11751681906801767,empirical_topsis,756.7581248684222
0.0,0.12262624598401844,empirical_topsis,751.6316665293681
0.0,0.12773567290001922,empirical_topsis,746.505208190314
0.0,0.13284509981602,empirical_topsis,741.37874985126
0.0,0.13795452673202074,empirical_topsis,736.2522915122058
0.0,0.14306395364802152,empirical_topsis,731.1258331731517
0.0,0.1481733805640223,empirical_topsis,725.9993748340976
0.0,0.15328280748002304,empirical_topsis,720.8729164950435
0.0,0.15839223439602382,empirical_topsis,715.7464581559893
0.0,0.1635016613120246,empirical_topsis,710.6199998169353
0.0,0.16861108822802537,empirical_topsis,705.4935414778812
0.0,0.17372051514402614,empirical_topsis,700.3670831388271
0.0,0.1788299420600269,empirical_topsis,695.240624799773
0.0,0.18393936897602767,empirical_topsis,690.1141664607188
0.0,0.18904879589202844,empirical_topsis,684.9877081216648
0.0,0.1941582228080292,empirical_topsis,679.8612497826107
0.0,0.19926764972402997,empirical_topsis,674.7347914435566
0.0,0.20437707664003074,empirical_topsis,669.6083331045024
0.0,0.20948650355603152,empirical_topsis,664.4818747654483
0.0,0.2145959304720323,empirical_topsis,659.3554164263942
0.0,0.21970535738803304,empirical_topsis,654.2289580873402
0.0,0.22481478430403382,empirical_topsis,649.102499748286
0.0,0.2299242112200346,empirical_topsis,643.9760414092319
0.0,0.23503363813603534,empirical_topsis,638.8495830701778
0.0,0.24014306505203611,empirical_topsis,633.7231247311237
0.0,0.2452524919680369,empirical_topsis,628.5966663920697
0.0,0.25036191888403764,empirical_topsis,623.4702080530155
